item_number,material_class,composition_formula,hydrogen_weight_percent,heat_of_formation,temperature,Temp,pressure,author_year,reference_number,comment1,comment2,comment3
1683,Mg,Mg6Pd,0.8,,,,,"Reilly, 1974",491,,,
1686,Mg,Mg7Zn3,0.9,,,,,"Reilly, 1974",491,,,
1692,Mg,Mg-Ca-Al,4.5,,,,,"Verbetsky, 1988",1497,,,
1693,Mg,Mg-Ca-Ce,3.3,,,,,"Verbetsky, 1988",1497,,,
1694,Mg,Mg-Ca-Cu,3.3,,,,,"Verbetsky, 1988",1497,,,
1695,Mg,Mg-Ca-Ni,3.5,,,,,"Verbetsky, 1988",1497,,,
1696,Mg,Mg-Ca-Zn,2.3,,,,,"Verbetsky, 1988",1497,,,
1697,Mg,MgCu.3Zr.21,2.7,,,,,"Reilly, 1974",491,,,
1698,Mg,MgLa,1.8,,,,,"Beck, 1962",45,,,
1704,Mg,MgNi.5Mn.5,3.5,,,,,"Reilly, 1974",491,,,
1709,Mg,MgNi0.86Fe0.03,1.3,,,,,"Tsushio, 1998",1467,Amorphous,,No plateau
1711,Mg,MgNi0.8Co0.2,2,,,,,"Ikeda, 1998",1466,Amorphous,,
1712,Mg,MgNi0.8Cu0.2,1.8,,,,,"Ikeda, 1998",1466,Amorphous,,
1713,Mg,MgTi.29Cu.39,2.8,,,,,"Reilly, 1974",491,,,
1714,Mg,MgTi.38Ni.12,2.1,,,,,"Reilly, 1974",491,,,
1716,Mg,MgTi.39Mn.23,1.7,,,,,"Reilly, 1974",491,,,
1717,Mg,Mg-xCr2O3,6.8,,,,,"Oelerich, 2001",1487,x=0.2-5 at.%,Ball milled,
1718,Mg,Mg-xNd,5.4,,,,,"Verbetsky, 1988",1497,x=21-33 wt.%,,
1719,Mg,Mg-xPr,5.2,,,,,"Verbetsky, 1988",1497,x=21-33 wt.%,,
1720,Mg,MgZn.29Ti.11,2.1,,,,,"Reilly, 1974",491,,,
1721,Mg,47.4Mg-30.3Mm-22.3Ni,4.2,,,,,"Kuliev, 1988",1504,,,
1722,Mg,49.8Mg-19.3Mm-30.9Ni,4.2,,,,,"Kuliev, 1988",1504,,,
1723,Mg,50Mg-11.6Y-38.4Ni,4.1,,,,,"Semenenko, 1984",1505,,,
1724,Mg,50Mg-16.2Ce-33.8Ni,4.2,,,,,"Semenenko, 1984",1505,,,
1725,Mg,50Mg-6.6Sc-43.4Ni,4.4,,,,,"Semenenko, 1984",1505,,,
1727,Mg,55.3Mg-10.3Mm-34.4Ni,4.4,,,,,"Kuliev, 1988",1504,,,
1728,Mg,57.6Mg-25.2Mm-17.2Ni,4.8,,,,,"Kuliev, 1988",1504,,,
1729,Mg,58.1Mg-24.2Mm-17.7Ni,4.9,,,,,"Kuliev, 1988",1504,,,
1730,Mg,62.1Mg-28.8Mm-9.1Ni,5.3,,,,,"Kuliev, 1988",1504,,,
1731,Mg,65.2Mg-31.5Mm-3.3Ni,5.5,,,,,"Kuliev, 1988",1504,,,
1732,Mg,66.0Mg-7.5Mm-26.5Ni,5.4,,,,,"Kuliev, 1988",1504,,,
1733,Mg,6Mg0.666Ca0.060Cu0.274,2.9,,,,,"Verbetsky, 1984",1501,,,
1734,Mg,73Mg-18Ca-9Al,4.8,,,,,"Semenenko, 1983",1500,,,
1735,Mg,73Mg-27Nd,5.7,,,,,"Semenenko, 1985",1506,,,
1736,Mg,73Mg-27Pr,5.2,,,,,"Semenenko, 1985",1506,,,
1737,Mg,75Mg-3.0Ca-22.0Ni,6.1,,,,,"Semenenko, 1984",1505,,,
1738,Mg,75Mg-3.3Sc-21.7Ni,6,,,,,"Semenenko, 1984",1505,,,
1739,Mg,75Mg-5.8Y-19.2Ni,6,,,,,"Semenenko, 1984",1505,,,
1740,Mg,75Mg-6.0Ca-44.0Ni,4.2,,,,,"Semenenko, 1984",1505,,,
1741,Mg,75Mg-8.1Ce-16.9Ni,6,,,,,"Semenenko, 1984",1505,,,
1742,Mg,79Mg-21Nd,5.9,,,,,"Semenenko, 1985",1506,,,
1743,Mg,79Mg-21Pr,5.5,,,,,"Semenenko, 1985",1506,,,
1744,Mg,90.4Mg-1.6Ca-8.0Al,6.4,,,,,"Semenenko, 1983",1500,,,
1745,Mg,91.2Mg-0.8Ca-8.0Al,6.8,,,,,"Semenenko, 1983",1500,,,
1746,Mg,95.4Mg-1.6Ca-3.0Al,5.1,,,,,"Semenenko, 1983",1500,,,
1747,Mg,96.2Mg-0.8Ca-3.0Al,3.4,,,,,"Semenenko, 1983",1500,,,
1748,Mg,Ca19Mg8,5.4,,,,,"Bertheville, 1999",1473,,,
1749,Mg,CeMg12,5.9,,,,,"Ivanov, 1983",1496,,,
1751,Mg,LaMg2,3.1,,,,,"Verbetsky, 1987",1503,,,
1773,Mg,Mg-10 Al2O3,5.6,,,,,"Song, 2002",1495,,H2 ball milling,
1774,Mg,Mg-10 CeO2,3.4,,,,,"Song, 2002",1495,,H2 ball milling,
1775,Mg,Mg-10 Cr2O3,5.8,,,,,"Song, 2002",1495,,H2 ball milling,
1776,Mg,Mg10.5Ba,5.1,,,,,"Reilly, 1974",491,,,
1778,Mg,Mg-10Al,6.5,,,,,"Douglass, 1974",192,,,
1779,Mg,Mg-10LaNi5,4.5,,,,,"Khrussanova, 2000",1484,,Ball milled composite,
1780,Mg,Mg-10Ni,4.7,,,,,"Song, 1999",1468,Ball Milled,,
1785,Mg,Mg-10YNi2Al3,5.7,,,,,"Khrussanova, 2000",1484,,Ball milled composite,
1786,Mg,Mg-10YNi4Al,5.6,,,,,"Khrussanova, 2000",1484,,Ball milled composite,
1787,Mg,Mg11CeCo,4.3,,,,,"Pezat, 1980",703,,,
1788,Mg,Mg11CeCr,4.3,,,,,"Pezat, 1980",703,,,
1789,Mg,Mg11CeFe,4,,,,,"Pezat, 1980",703,,,
1790,Mg,Mg11CeMn,4.1,,,,,"Pezat, 1980",703,,,
1791,Mg,Mg11CeNi,4.5,,,,,"Pezat, 1980",703,,,
1792,Mg,Mg11CeV,3.9,,,,,"Pezat, 1980",703,,,
1793,Mg,Mg11CeZn,4.2,,,,,"Pezat, 1980",703,,,
1795,Mg,Mg12Ce,4.6,,,,,"Pezat, 1980",703,,,
1800,Mg,Mg12Nd,5.4,,,,,"Semenenko, 1985",1506,,,
1801,Mg,Mg12Pr,5.3,,,,,"Semenenko, 1985",1506,,,
1804,Mg,Mg16La1.6Ca.4Ni,3.4,,,,,"Khrussanova, 1987",707,,,
1805,Mg,Mg16La1.8Ca.2Ni,3.2,,,,,"Khrussanova, 1987",707,,,
1806,Mg,Mg16La2Ni,3.9,,,,,"Khrussanova, 1982",702,,,
1809,Mg,Mg17Al12,3.3,,,,,"Reilly, 1974",491,(Gamma phase),,
1813,Mg,Mg17Ce2,5.1,,,,,"Semenenko, 1984",1502,,,
1814,Mg,Mg17La1.6Ca.4,3.9,,,,,"Khrussanova, 1985",436,,,
1815,Mg,Mg17La1.8Ca.2,3.3,,,,,"Khrussanova, 1985",436,,,
1818,Mg,Mg17La2,4.5,,,,,"Khrussanova, 1985",436,,,
1820,Mg,Mg17La2,5.5,,,,,"Darriet, 1980",433,,,
1822,Mg,Mg-1Ag,5.7,,,,,"Douglass, 1978",89,,,
1823,Mg,Mg-1Ag-1Al,6,,,,,"Douglass, 1978",89,,,
1824,Mg,Mg-1Ag-1Y,6.3,,,,,"Douglass, 1978",89,,,
1825,Mg,Mg-1Al,6.1,,,,,"Douglass, 1978",89,,,
1826,Mg,Mg-1Cd,5,,,,,"Douglass, 1978",89,,,
1827,Mg,Mg-1In,4.6,,,,,"Douglass, 1978",89,,,
1829,Mg,Mg-1Pb,6.1,,,,,"Douglass, 1978",89,,,
1830,Mg,Mg-1Si,4,,,,,"Guinet, 1978",701,,,
1831,Mg,Mg1-xNix,2.3,,,,,"Yang, 1999",1472,x=0-0.45,Ball milled,
1832,Mg,Mg-1Y,4.5,,,,,"Douglass, 1978",89,,,
1833,Mg,Mg-1Zn,3,,,,,"Douglass, 1978",89,,,
1836,Mg,Mg-20TiO2,4.4,,,,,"Wang, 2000",1486,,H2-ball milled composite,
1839,Mg,Mg-25Ni,5.7,,,,,"Douglass, 1974",192,,,
1844,Mg,Mg2Al3,3.3,,,,,"Reilly, 1974",491,(Beta phase),,
1847,Mg,Mg2Ca,5.9,,,,,"Verbetsky, 1984",1501,,,
1848,Mg,Mg2Ca,5.9,,,,,"Semenenko, 1984",1502,,,
1849,Mg,Mg2Ca,1.4,,,,,"Reilly, 1974",491,,,
1850,Mg,Mg2Ca,4.9,,,,,"Semenenko, 1983",1499,,,
1851,Mg,Mg2Ce,3.6,,,,,"Gingl, 1997",650,,,
1852,Mg,Mg2Co,4.5,,,,,"Selvam, 1991",426,(Mg2Co phase not stable without H),,
1855,Mg,Mg2Cu,2.6,,,,,"Verbetsky, 1984",1501,,,
1874,Mg,Mg.75Li.1Ni.1Zn.05,1,,,,,"Nachman, 1982",700,,,
1879,Mg,Mg.7Li.1Ni.1Zn.1,0.9,,,,,"Nachman, 1982",700,,,
1886,Mg,Mg.846Ni.05Cu.09Si.006M1.008,5.2,,,,,"Au, 1995",711,(M1=La-rich Mm),,
1887,Mg,Mg.855Ni.044Cu.017Si.004Y.008,5.1,,,,,"Au, 1995",711,,,
1906,Mg,Mg0.0671Ca0.270Cu0.059,5,,,,,"Verbetsky, 1984",1501,,,
1909,Mg,Mg0.63Ni0.12Y0.01,1.9,,,,,"Spassov, 1999",1471,Amorphous,,
1910,Mg,Mg0.63Ni0.3Y0.07,2.8,,,,,"Spassov, 1999",1471,Amorphous,,
1911,Mg,Mg0.673Ca0.071Cu0.256,3.3,,,,,"Verbetsky, 1984",1501,,,
1912,Mg,Mg0.673Ca0.176Cu0.051,4.4,,,,,"Verbetsky, 1984",1501,,,
1915,Mg,Mg0.747Ca0.270Ce0.013,5.7,,,,,"Semenenko, 1984",1502,,,
1917,Mg,Mg0.75Ni0.2MM0.05,4,,,,,"Spassov, 1999",1471,Amorphous,,
1918,Mg,Mg0.797Ca0.166Ce0.037,4.6,,,,,"Semenenko, 1984",1502,,,
1922,Mg,Mg0.875Ca0.060Cu0.065,5.4,,,,,"Verbetsky, 1984",1501,,,
1923,Mg,Mg0.878Ca0.020Cu0.102,5,,,,,"Verbetsky, 1984",1501,,,
1925,Mg,Mg0.880Ca0.056Ce0.064,4.4,,,,,"Semenenko, 1984",1502,,,
1926,Mg,Mg0.90Ca0.14Cu0.06,4.5,,,,,"Verbetsky, 1984",1501,,,
1928,Mg,Mg0.917Ca0.063Ce0.020,5.7,,,,,"Semenenko, 1984",1502,,,
1929,Mg,Mg0.931Ca0.012Cu0.057,5.2,,,,,"Verbetsky, 1984",1501,,,
1930,Mg,Mg0.949Ca0.017Ce0.034,5.4,,,,,"Semenenko, 1984",1502,,,
1931,Mg,Mg0.950Ca0.031Ce0.019,5.5,,,,,"Semenenko, 1984",1502,,,
1932,Mg,Mg0.968Ca0.013Ce0.019,4.9,,,,,"Semenenko, 1984",1502,,,
1933,Mg,Mg0.975Ca0.004Cu0.021,5.1,,,,,"Verbetsky, 1984",1501,,,
1934,Mg,Mg-1 at% Al2O3,5.8,,,,,"Oelerich, 2001",1487,,Ball milled,
1935,Mg,Mg-1 at% Sc2O3,6,,,,,"Oelerich, 2001",1487,,Ball milled,
1936,Mg,Mg-1 at% SiO2,5.5,,,,,"Oelerich, 2001",1487,,Ball milled,
1937,Mg,Mg-1 at% TiO2,6,,,,,"Oelerich, 2001",1487,,Ball milled,
1938,Mg,Mg-1 at% V,6.1,,,,,"Oelerich, 2001",1488,,Ball milled,
1939,Mg,Mg-1 at% V2O5,6.2,,,,,"Oelerich, 2001",1487,,Ball milled,
1941,Mg,Mg-1.5Zr,6.3,,,,,"Zaluska, 2001",1434,,Nanocrystalline,
1943,Mg,Mg2Cu,2.6,,,,,"Guinet, 1978",701,,,
1948,Mg,Mg2Fe,5.5,,,,,"Selvam, 1991",426,(Mg2Fe phase not stable without H),,
1951,Mg,Mg2La,3.6,,,,,"Gingl, 1997",650,,,
1952,Mg,Mg2Mm,2.1,,,,,"Reilly, 1974",491,,,
1965,Mg,Mg2Ni,3.6,,,,,"Ivanov, 1987",708,(Mechanical alloy),,
1969,Mg,Mg2Ni,4.4,,,,,"Chen, 2002",1491,,"P=60,000 atm (LiAlH4 H2 source)",
1970,Mg,Mg2Ni,5.2,,,,,"Chen, 2000",1234,,,
1987,Mg,Mg2Ni-0.2 at% Mn2O3,3.1,,,,,"Oelerich, 2001",1487,,Ball milled,
2000,Mg,Mg2Ni3,1.5,,,,,"Takamura, 2002",1344,,"P=50,000 atm",
2001,Mg,Mg2Pb,1.1,,,,,"Reilly, 1974",491,,,
2002,Mg,Mg2Si,0.1,,,,,"Reilly, 1974",491,,,
2003,Mg,Mg2Si,2,,,,,"Guinet, 1978",701,,,
2004,Mg,Mg2Sm,0,,,,,"Beck, 1962",45,,,
2005,Mg,Mg2Sm,1.5,,,,,"Shaltiel, 1978",66,,,
2012,Mg,Mg3Sm,0.9,,,,,"Yamanaka, 1975",73,,,
2013,Mg,Mg-40ZrFe1.4Cr0.6,3.4,,,,,"Wang, 2000",1485,,H2-ball milled composite,
2014,Mg,Mg41Ce5,5.3,,,,,"Darriet, 1980",433,,,
2016,Mg,Mg4Al6Cu,0.3,,,,,"Reilly, 1974",491,,,
2018,Mg,Mg4Li.3Al.08,0.4,,,,,"Reilly, 1974",491,,,
2019,Mg,Mg4Li.75,0.4,,,,,"Reilly, 1974",491,,,
2020,Mg,Mg-5 at% CuO,6,,,,,"Oelerich, 2001",1487,,Ball milled,
2021,Mg,Mg-5 at% Fe3O4,4.3,,,,,"Oelerich, 2001",1487,,Ball milled,
2022,Mg,Mg-5 at% Mn2O3,4.9,,,,,"Oelerich, 2001",1487,,Ball milled,
2023,Mg,Mg-5 at% V2O5,4.1,,,,,"Oelerich, 2001",1487,,Ball milled,
2024,Mg,Mg-5 at% VC,5,,,,,"Oelerich, 2001",1488,,Ball milled,
2025,Mg,Mg-5 at% VN,5.4,,,,,"Oelerich, 2001",1488,,Ball milled,
2026,Mg,Mg-50C,3,,,,,"Ivanov, 1987",708,(Mechanical alloy),,
2030,MIC,Ce2NiSi,1,,,,,"Lushnikov, 1999",1309,,,
2031,MIC,Ce2NiSi,1.2,,,,,"Morozkin, 1999",1336,,,
2032,MIC,Ce3Al,1.9,,,,,"Semenenko, 1985",1151,,(Amorp),
2034,MIC,Ce3Ni,1.7,,,,,"van Mal, 1976",360,,,
2036,MIC,Ce5Co19,1,,,,,"Guidotti, 1977",105,,,
2037,MIC,Ce5Fe2B6,0.9,,,,,"Yartys, 1997",837,,,
2038,MIC,Ce5Mg41,5.3,,,,,"Darriet, 1980",433,,,
2039,MIC,Ce6Ni2Si3,1,,,,,"Lushnikov, 1999",1309,,,
2040,MIC,Ce6Ni2Si3,1,,,,,"Morozkin, 2000",1320,,,
2041,MIC,Ce6Ni2Si3,10,,,,,"Morozkin, 1999",1336,,,
2043,MIC,CeCo3,1.2,,,,,"Guidotti, 1977",105,,,
2046,MIC,CeCo3,1.9,,,,,"Lushnikov, 2002",1352,,P=1800 atm,No plateau
2048,MIC,CeCo5,0.9,,,,,"Fokin, 1982",539,,,
2049,MIC,CeFe11Ti,0.1,,,,,"Isnard, 1998",1298,,,
2052,MIC,CeNi2.2Mn.8,1.7,,,,,"Verbetsky, 1996",636,,,
2053,MIC,CeNi2Co,1.7,,,,,"Lushnikov, 2002",1352,,P=1800 atm,No plateau
2055,MIC,CeNi3,1,,,,,"Guidotti, 1977",105,,,
2056,MIC,CeNi3,1.8,,,,,"Verbetsky, 1996",636,,,
2057,MIC,CeNiIn,0.4,,,,,"Yartys, 2002",1342,,Deuterium,
2061,MIC,Dy2Fe17,0.3,,,,,"Fruchart, 1995",618,,,
2064,MIC,DyCo3,1.3,,,,,"Malik, 1978",537,,,
2069,MIC,DyNiAl,0.5,,,,,"Kolomiets, 1999",1335,,Deuterium,
2071,MIC,Er2Fe14C,0.2,,,,,"Obbade, 1991",695,,,
2072,MIC,Er2Fe17,0.3,,,,,"Fruchart, 1995",618,,,
2073,MIC,Er3Al2,0.3,,,,,"Semenenko, 1985",1151,,,
2074,MIC,Er3Ni,1.4,,,,,"Nikitin, 1997",848,,,
2075,MIC,Er3Ni,1.4,,,,,"Nikitin, 2001",1326,,,
2080,MIC,ErCo3,1.2,,,,,"Gualtieri, 1978",448,,,
2083,MIC,ErFe3,0.8,,,,,"Narasimhan, 1977",534,,,
2087,MIC,ErNiAl,0.3,,,,,"Kolomiets, 1999",1335,,,
2089,MIC,Gd2Fe17,0.3,,,,,"Fruchart, 1995",618,,,
2090,MIC,Gd2Se4,0.8,,,,,"Beck, 1962",45,,,
2091,MIC,Gd3Fe28Ta,0.3,,,,,"Skolozdra, 2000",1311,,,
2092,MIC,Gd3Ni,1.6,,,,,"Nikitin, 2001",1326,,,
2094,MIC,Gd5Fe2B6,0.7,,,,,"Yartys, 1997",837,,,
2095,MIC,GdCo3,1.4,,,,,"Burnasheva, 1977",542,,,
2098,MIC,GdCo3 (M),1.4,,,,,"Malik, 1978",537,,,
2100,MIC,GdCo3-yGay (M),0.5,,,,,"Yartys', 1992",597,(y=0.6-1.0),,
2101,MIC,GdFe11Ti,0.1,,,,,"Isnard, 1998",1298,,,
2103,MIC,GdFe3,1.9,,,,,"Lushnikov, 2002",1352,,P=1800 atm,No plateau
2104,MIC,GdNiAl,0.6,,,,,"Kolomiets, 1999",1335,,,
2106,MIC,Ho2Fe17,0.3,,23,296.15,,"Fruchart, 1997",656,,,
2107,MIC,Ho2Fe17,0.3,,,,,"Isnard, 1997",838,,,
2108,MIC,Ho2Fe17,0.3,,,,,"Fruchart, 1995",618,,,
2109,MIC,Ho3Al2,0.3,,,,,"Semenenko, 1985",1151,,,
2111,MIC,Ho3Ni,0.9,,,,,"Nikitin, 2001",1326,,,
2112,MIC,Ho6Fe23,0.7,,,,,"Boltich, 1981",544,,,
2115,MIC,Ho6Mn23 (M),,,,,,"Smith, 1987",692,,,
2117,MIC,HoCo3,1.2,,,,,"Malik, 1978",537,,,
2118,MIC,HoCo3,1.3,,,,,"Burnasheva, 1977",542,,,
2119,MIC,HoFe10.5Mo1.5,0.1,,,,,"Obbade, 1997",659,,,
2120,MIC,HoFe10Mo2,0.2,,,,,"Obbade, 1997",659,,,
2121,MIC,HoFe11Mo,0.1,,,,,"Obbade, 1997",659,,,
2122,MIC,HoFe11Ti,0.2,,,,,"Obbade, 1997",659,,,
2126,MIC,La1.6Ca.4Mg17,3.9,,,,,"Khrussanova, 1985",436,,,
2127,MIC,La1.8Ca.2Mg17,3.3,,,,,"Khrussanova, 1985",436,,,
2130,MIC,La15Ni8Si9,1.1,,,,,"Morozkin, 2000",1320,,,
2134,MIC,La2Co17,0.7,,,,,"Guidotti, 1977",105,,,
2135,MIC,La2Co3,1.1,,,,,"Guidotti, 1977",105,,,
2136,MIC,La2Co7,1.2,,,,,"Guidotti, 1977",105,,,
2139,MIC,La2Mg17,4.5,,,,,"Khrussanova, 1985",436,,,
2140,MIC,La2Mg17,5.5,,,,,"Darriet, 1980",433,,,
2142,MIC,La2Ni.8Si1.2,1,,,,,"Lushnikov, 1999",1309,,,
2143,MIC,La2Ni1.2Si.8,1.2,,,,,"Lushnikov, 1999",1309,,,
2144,MIC,La2Ni3,1,,,,,"van Mal, 1976",360,,,
2145,MIC,La2Ni7,1.35,,,,,"Guidotti, 1977",105,,,
2147,MIC,La2Ni7,1.6,,,,,"Mikheeva, 1978",535,,,
2148,MIC,La2NiSi,1.1,,,,,"Lushnikov, 1999",1309,,,
2149,MIC,La3Al,1.2,,,,,"Beck, 1962",45,,,
2150,MIC,La3Ni,1.8,,,,,"Mikheeva, 1978",535,,,
2151,MIC,La3Ni,1.8,,,,,"van Mal, 1976",360,,,
2153,MIC,La5Co19,1.1,,,,,"Guidotti, 1977",105,,,
2155,MIC,La6Ni2Si3,1.2,,,,,"Lushnikov, 1999",1309,,,
2156,MIC,La6Ni2Si3,1.2,,,,,"Morozkin, 2000",1320,,,
2158,MIC,La7Ni3,1.8,,,,,"Osterreicher, 1976",524,,,
2165,MIC,LaCo13,0.3,,,,,"Guidotti, 1977",105,,,
2166,MIC,LaCo13,0.4,,,,,"Nikitin, 1999",1306,,,
2167,MIC,LaCo3,0.9,,,,,"Guidotti, 1977",105,,,
2170,MIC,LaNi3,1.2,,,,,"Guidotti, 1977",105,,,
2171,MIC,LaNi3,1.4,,,,,"Chen, 2000",1316,,,"Amorphous, no plateau"
2172,MIC,LaNi3,1.6,,,,,"Osterreicher, 1976",524,,,
2173,MIC,LaNi3,1.7,,,,,"Mikheeva, 1978",535,,,
2174,MIC,LaNiIn,0.4,,,,,"Yartys, 2002",1342,,Deuterium,
2175,MIC,LaNiSn,0.6,,,,,"Yartys, 2002",1343,,Deuterium,
2177,MIC,Lu2Fe17,0.2,,,,,"Fruchart, 1995",618,,,
2180,MIC,LuNiAl,0.4,,,,,"Kolomiets, 1999",1335,,,
2183,MIC,Mg2Ni3,1.5,,,,,"Takamura, 2002",1344,,"P=50,000 atm",
2190,MIC,Mm2Co7,1.3,,,,,"Guidotti, 1977",105,,,
2191,MIC,Mm2Ni7,0.7,,,,,"Guidotti, 1977",105,,,
2192,MIC,Mm5Co19,1.2,,,,,"Guidotti, 1977",105,,,
2193,MIC,MmCo2,1.1,,,,,"Guidotti, 1977",105,,,
2194,MIC,MmCo3,1.3,,,,,"Guidotti, 1977",105,,,
2196,MIC,Nb3(Al.84Nb.16),0.8,,,,,"Andersson, 2000",1318,,Deuterium,
2197,MIC,Nb3Al,0.6,,,,,"Li, 1995",435,,,
2198,MIC,Nb3Sn,0.2,,,,,"Beck, 1962",45,,,
2199,MIC,Nb51.5Ni48.5,0.1,,,,,"Joubert, 2001",1331,Mu phase,Not saturated?,No plateau
2200,MIC,Nd2Co7,1.3,,,,,"Guidotti, 1977",105,,,
2202,MIC,Nd2Fe12.2Ga1.8B,0.3,,,,,"Chacon, 2000",1330,,Deuterium,
2203,MIC,Nd2Fe13GaB,0.3,,,,,"Chacon, 2000",1330,,Deuterium,
2204,MIC,Nd2Fe13SiBH3.8,0.3,,,,,"Chacon, 1999",1301,,,
2205,MIC,Nd2Fe14B,0.5,,,,,"Pourarian, 1986",575,,,
2206,MIC,Nd2Fe14BH3.8,0.4,,,,,"Chacon, 1999",1301,,,
2207,MIC,Nd2Fe17,0.3,,23,296.15,,"Fruchart, 1997",656,,,
2208,MIC,Nd2Fe17,0.3,,,,,"Isnard, 1997",838,,,
2209,MIC,Nd2Fe17,0.4,,,,,"Fruchart, 1995",618,,,
2211,MIC,Nd5Fe2B6,1,,,,,"Yartys, 1997",837,,,
2212,MIC,Nd6Fe13Ga,0.7,,,,,"Yartys, 2000",1323,,Deuterium,
2213,MIC,Nd6Fe13Ga,1.3,,,,,"Yartys, 1997",657,,,
2214,MIC,Nd6Fe13Ge,1.2,,,,,"Yartys, 1997",657,,,
2215,MIC,NdCo3,1.2,,,,,"Burnasheva, 1977",542,,,
2216,MIC,NdCo3,1.3,,,,,"Bartashevich, 1993",691,,,
2219,MIC,NdNiIn,0.4,,,,,"Yartys, 2002",1342,,Deuterium,
2220,MIC,Pd3P.8,0.04,,,,,"Udovic, 2002",1349,,,
2221,MIC,Pd9Si2,0.03,,,,,"Udovic, 2002",1349,,,
2224,MIC,Pr2Co7,1.4,,,,,"Guidotti, 1977",105,,,
2227,MIC,Pr2Fe14B,0.5,,,,,"Pourarian, 1986",575,,,
2228,MIC,Pr2Fe17,0.3,,23,296.15,,"Fruchart, 1997",656,,,
2229,MIC,Pr2Fe17,0.3,,,,,"Isnard, 1997",838,,,
2230,MIC,Pr2Fe17,0.4,,,,,"Fruchart, 1995",618,,,
2232,MIC,Pr3Al,1.3,,,,,"Beck, 1962",45,,,
2234,MIC,Pr5Fe2B6,1,,,,,"Yartys, 1997",837,,,
2236,MIC,PrCo3,1.5,,,,,"Burnasheva, 1977",542,,,
2237,MIC,Rb4Mg3,2.4,,,,,"Gingl, 1999",1302,,Deuterium,
2238,MIC,RFe11Ti,0.1,,,,,"Nikitin, 2001",1329,"R= Y, Nd, Sm, Gd, Tb, Dy, Ho, Er, Yb, Lu",,
2239,MIC,Sm2Co17,0.4,,,,,"Christodoulou, 1993",607,,,
2240,MIC,Sm2Fe14B,0.6,,,,,"Pourarian, 1986",575,,,
2241,MIC,Sm2Fe14C,0.3,,,,,"Obbade, 1991",695,,,
2242,MIC,Sm2Fe14Ga3,0.1,,,,,"Mommer, 1998",1297,,,
2243,MIC,Sm2Fe17,0.4,,,,,"Fruchart, 1995",618,,,
2245,MIC,Sm2Fe17,0.4,,,,,"Mommer, 1998",1297,,,
2246,MIC,Sm2Fe17-yGay,0.2,,,,,"Teresiak, 2000",1317,y=0-2,,
2247,MIC,Sm3Ru,1.5,,,,,"Shilov, 1978",510,,,
2248,MIC,Sm5Fe2B6,0.9,,,,,"Yartys, 1997",837,,,
2251,MIC,SmFe11Ti,0.1,,,,,"Isnard, 1998",1298,,,
2253,MIC,SmMg3,0.9,,,,,"Yamanaka, 1975",73,,,
2254,MIC,SmNiAl,0.5,,,,,"Kolomiets, 1999",1335,,,
2255,MIC,SmTiFe11,0.15,,,,,"Zhang, 1989",578,,,
2257,MIC,Tb2Fe17,0.3,,,,,"Fruchart, 1995",618,,,
2258,MIC,Tb3Fe28Ta,0.3,,,,,"Skolozdra, 2000",1311,,,
2259,MIC,Tb5Fe2B6,0.9,,,,,"Yartys, 1997",837,,,
2263,MIC,TbNiAl,0.6,,,,,"Yartys, 1999",1308,,Deuterium,
2264,MIC,TbNiAl,0.5,,,,,"Brinks, 2002",1346,,Deuterium,
2265,MIC,TbNiAl,0.6,,,,,"Kolomiets, 1999",1335,,,
2266,MIC,TbNiSi,0.7,,,,,"Brinks, 2001",1334,,,
2267,MIC,Th.8Er.2Fe3,0.5,,,,,"Narasimhan, 1977",534,,,
2269,MIC,Th2Fe14B,0.3,,,,,"Andreev, 1990",580,,,
2270,MIC,Th2Fe17,0.11,,,,,"Buschow, 1977",187,,,
2271,MIC,Th2Fe17,0.4,,,,,"Fruchart, 1995",618,,,
2273,MIC,Th2Ni17,0.1,,,,,"Buschow, 1977",187,,,
2274,MIC,Th6Mn23,1,,,,,"Beck, 1962",45,,,
2276,MIC,Th6Mn23,1.1,,,,,"Malik, 1977",538,,,
2277,MIC,Th7Co3,1.2,,,,,"Malik, 1980",536,,,
2279,MIC,Th7Fe3,1.3,,,,,"Schlapbach, 1982",437,,,
2280,MIC,Th7Fe3,1.7,,,,,"Malik, 1980",536,,,
2282,MIC,Th7Ni3,1.3,,,,,"Malik, 1980",536,,,
2283,MIC,Th7Ni3,1.4,,,,,"Beck, 1962",45,,,
2287,MIC,Ti2Ni,1.7,,,,,"Takeshita, 2000",1322,,,No plateau
2288,MIC,Ti3Ag,2.1,,,,,"Beck, 1962",45,,,
2289,MIC,Ti3Al,2.2,,,,,"Beck, 1962",45,,,
2290,MIC,Ti3Al,2.7,,,,,"Sornadurai, 2000",1324,,,
2292,MIC,Ti3Al,3,,,,,"Semenenko, 1982",532,,,
2293,MIC,Ti3Al,3.3,,,,,"Ishikawa, 2001",1328,,,
2294,MIC,Ti3Al,3.4,,,,,"Maeland, 1999",1337,,,
2295,MIC,Ti3Al,3.4,,,,,"Hashi, 2001",1296,,,
2296,MIC,Ti3Au,1.4,,,,,"Beck, 1962",45,,,
2297,MIC,Ti3PO.58,,,,,,"Andersson, 1997",658,,,
2298,MIC,Ti3Pt,0.6,,,,,"Beck, 1962",45,,,
2300,MIC,Ti3Sb,1,,,,,"Skripov, 1994",600,,,
2302,MIC,Ti3Sn,0.35,,,,,"Beck, 1962",45,,,
